reviewId,rating,publishedDate,text,competitor,year,clean_text,relevance,relevance_reason,user_type,user_type_confidence,provider_score,customer_score,complaint_themes,severity,needs_manual_review
6a6d84776a79edbd66914970,1,2026-08-01 07:30:31+00:00,"My son has been receiving phone calls on his Bark phone from someone spoofing my number for several days. I have also noticed on a regular basis that his location jumps A LOT even when I can see him and I know he's home! I have the minimal plan so all he can do is text and call, there are no apps able to be downloaded where someone could potentially do this. I got no alerts or flags through the parent app because it shows up as my phone number! I have no way of telling how long it's been happening. We've had his phone less than a year. I believe they have cloned his phone via bluetooth and accessed his contacts and location. This is absolutely terrifying!!! Carrie(a technical manager) and Abby(the service rep I spoke to) continuously implied that it couldn't be a Bark problem, that my phone carrier must be and that I should reach out to them(which I have). Their only real stop to the problem is blocking my phone, so the spoofer can't get through, which will obviously block me from calling my child, so that's no real option! I trusted this company to keep my son safe and I am so disappointed! Not only because they FAILED TO KEEP MY CHILD SAFE but also that they don't plan to do anything to rectify the situation. I chose Bark because that's literally their sole purpose, keeping these scary siruations away from kids! Go with another carrier, literally ANY of them. Save yourself the money and stress! Your child will be just as safe with another carrier. Keep your baby safe, DO NOT USE BARK!",Bark,2026,"my son has been receiving phone calls on his bark phone from someone spoofing my number for several days. i have also noticed on a regular basis that his location jumps a lot even when i can see him and i know he's home! i have the minimal plan so all he can do is text and call, there are no apps able to be downloaded where someone could potentially do this. i got no alerts or flags through the parent app because it shows up as my phone number! i have no way of telling how long it's been happening. we've had his phone less than a year. i believe they have cloned his phone via bluetooth and accessed his contacts and location. this is absolutely terrifying!!! carrie(a technical manager) and abby(the service rep i spoke to) continuously implied that it couldn't be a bark problem, that my phone carrier must be and that i should reach out to them(which i have). their only real stop to the problem is blocking my phone, so the spoofer can't get through, which will obviously block me from calling my child, so that's no real option! i trusted this company to keep my son safe and i am so disappointed! not only because they failed to keep my child safe but also that they don't plan to do anything to rectify the situation. i chose bark because that's literally their sole purpose, keeping these scary siruations away from kids! go with another carrier, literally any of them. save yourself the money and stress! your child will be just as safe with another carrier. keep your baby safe, do not use bark!",Exclude,Different Bark product/company,Unknown,Low,0,0,['Other / Manual Review'],Low,True
6a7324b14ea1cb3e12af4677,1,2026-08-05 13:55:29+00:00,"Walked into Sew Original on Tues.,8/4/26, and nobody greeted me or even asked if I need help. One salesperson was stuffing their mouth with lunch and the other one was talking to her.  This quilting store needs
a lot of TLC and the employees need to practice their  salesmanship. I will never go in there again. ",Yelp,2026,"walked into sew original on tues.,8/4/26, and nobody greeted me or even asked if i need help. one salesperson was stuffing their mouth with lunch and the other one was talking to her. this quilting store needs a lot of tlc and the employees need to practice their salesmanship. i will never go in there again.",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
6a689d4a80f0131facc5546c,1,2026-07-28 14:15:07+00:00,"Ein Restaurant, das seit 2021 geschlossen ist und an dessen Standort mittlerweile das x-te Restaurant eröffnet hat, wird nicht gelöscht, weil sie es mit ""öffentlichen Quellen verglichen (hätten) und es scheint, dass diese Adresse mit einem Unternehmen verbunden ist."" Ja, aber leider mit einem falschen. So weit reicht die Fähigkeit nicht Daten abzugleichen.",Yelp,2026,"ein restaurant, das seit 2021 geschlossen ist und an dessen standort mittlerweile das x-te restaurant eröffnet hat, wird nicht gelöscht, weil sie es mit ""öffentlichen quellen verglichen (hätten) und es scheint, dass diese adresse mit einem unternehmen verbunden ist."" ja, aber leider mit einem falschen. so weit reicht die fähigkeit nicht daten abzugleichen.",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
6a64ff0e0628eea74925b399,1,2026-07-25 20:23:10+00:00,"Restaurante Almazen de Salinas, Alava, SPAIN
I booked a table for 5 people for the 13th July, after having paid the pre-deposit of 150 euros. I did this is the web of the restaurant, not in a booking platform!!
2 days and 21 hours before the booking date, we had to cancel the reservation and we were told by the Manager of the restaurant that the deposit will be reimbursed to the card with which I made the payment.
They said that it was fine as the cancellation has been made with more than 48 hours of notice.
2 weeks later and no money back!!
When called to the restaurant, they have now changed the story;
- It is nothing to do with them , is the responsibility of "" The Fork "". This is false as the refund policy is established by the restaurant and the booking was made directly in their website, not in a booking platform.
It could be that The Fork has been contracted by them to deal with their bookings but this is irrelevant in this scenario.
- Now they said that it is 72 hours and not 48 hours notice. If they would have told us that when we cancelled the booking, on the phone directly with the restaurant, we would have most likely make an extra effort to attend for the booked lunch, so we do not lose the 150 euros. But not, they did not told us that at the appropriate time.
- So they knew when we cancelled the booking on the phone with 70 hours notice ( instead of the 72 hours that now we are told are required ) that they will not refund the money but instead of informing us of this, they told us that all was fine. They deliberately lied to us.
And my final and most important reflection comes here;
"" If a company is prepared to play this unethical games with their clients, what they will be prepared to do behind close doors in many other areas of their business""


",Yelp,2026,"restaurante almazen de salinas, alava, spain i booked a table for 5 people for the 13th july, after having paid the pre-deposit of 150 euros. i did this is the web of the restaurant, not in a booking platform!! 2 days and 21 hours before the booking date, we had to cancel the reservation and we were told by the manager of the restaurant that the deposit will be reimbursed to the card with which i made the payment. they said that it was fine as the cancellation has been made with more than 48 hours of notice. 2 weeks later and no money back!! when called to the restaurant, they have now changed the story; - it is nothing to do with them , is the responsibility of "" the fork "". this is false as the refund policy is established by the restaurant and the booking was made directly in their website, not in a booking platform. it could be that the fork has been contracted by them to deal with their bookings but this is irrelevant in this scenario. - now they said that it is 72 hours and not 48 hours notice. if they would have told us that when we cancelled the booking, on the phone directly with the restaurant, we would have most likely make an extra effort to attend for the booked lunch, so we do not lose the 150 euros. but not, they did not told us that at the appropriate time. - so they knew when we cancelled the booking on the phone with 70 hours notice ( instead of the 72 hours that now we are told are required ) that they will not refund the money but instead of informing us of this, they told us that all was fine. they deliberately lied to us. and my final and most important reflection comes here; "" if a company is prepared to play this unethical games with their clients, what they will be prepared to do behind close doors in many other areas of their business""",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,"['Poor matching / location', 'Billing / refunds']",Medium,True
6a143ee8940f9493d6341ace,1,2026-05-25 14:22:00+00:00,"Wonderful breakfast - cooked to individual order from a menu.  HOWEVER - BIG HOWEVER:

This place completely closes at night.  There is no one running the show.  If you have an early flight - you're screwed because although they will check you out early.  The elevator is locked up from 1 to 7 AM.  
 
1. You can check out early.  However
     a.  The elevator is locked up from 1 - 7 AM.
     b.  SO IS THE STAIRWELL ON THIS 12 Story Building.  Note, I didn't check any other floor, but the stairwell door on the second floor, yes from the inside, was locked.  I would strongly suggest the legal enforcement officials of the Building Standards Act and the Fire Service Act of Japan check this situation out. 
     
This situation means there is no way for you to leave the hotel to catch an early flight.  We discussed this concern with the mgt and they said they would send someone in (""a girl"") to unlock the elevator, allowing us to get our bags out of the room and leave in at 5 AM which is what we wanted.

The hotel staff acted as though it was really unusual for them to have people that needed to check out early.  Really?  No one stays there that needs to catch an early flight?  I could hardly believe it!  Like I said earlier, they had to make a special arrangement for ""a girl"" to come in and let us out.  

By this time they had lost my confidence,  I was supposed to stay in limbo the entire evening and night and hope the ""girl"" makes it in.  There was no relaxation in that thought, so I checked out availability in the Sansui, a sister hotel, and moved my wife, my eight pieces of luggage and myself there, just so I could relax a little before my long journey back to the States the next day.",Yelp,2026,"wonderful breakfast - cooked to individual order from a menu. however - big however: this place completely closes at night. there is no one running the show. if you have an early flight - you're screwed because although they will check you out early. the elevator is locked up from 1 to 7 am. 1. you can check out early. however a. the elevator is locked up from 1 - 7 am. b. so is the stairwell on this 12 story building. note, i didn't check any other floor, but the stairwell door on the second floor, yes from the inside, was locked. i would strongly suggest the legal enforcement officials of the building standards act and the fire service act of japan check this situation out. this situation means there is no way for you to leave the hotel to catch an early flight. we discussed this concern with the mgt and they said they would send someone in (""a girl"") to unlock the elevator, allowing us to get our bags out of the room and leave in at 5 am which is what we wanted. the hotel staff acted as though it was really unusual for them to have people that needed to check out early. really? no one stays there that needs to catch an early flight? i could hardly believe it! like i said earlier, they had to make a special arrangement for ""a girl"" to come in and let us out. by this time they had lost my confidence, i was supposed to stay in limbo the entire evening and night and hope the ""girl"" makes it in. there was no relaxation in that thought, so i checked out availability in the sansui, a sister hotel, and moved my wife, my eight pieces of luggage and myself there, just so i could relax a little before my long journey back to the states the next day.",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
69e7d6f35ca6f3726e7ceab6,1,2026-04-21 21:58:43+00:00,"J'ai eu une intoxication alimentaire après avoir mangé un steak tartare sauce Thaï dans le restaurant Au Bouquet d'Alésia, dimanche midi. J'ai été malade toute la nuit et je le suis encore aujourd'hui, mercredi. Visiblement, le steak haché n'était pas frais et je ne m'en suis pas rendue compte à cause de la sauce Thaï qui était forte. J'ai communiqué avec le responsable du restaurant qui n'a semblé être ni concerné ni préoccupé.",Yelp,2026,"j'ai eu une intoxication alimentaire après avoir mangé un steak tartare sauce thaï dans le restaurant au bouquet d'alésia, dimanche midi. j'ai été malade toute la nuit et je le suis encore aujourd'hui, mercredi. visiblement, le steak haché n'était pas frais et je ne m'en suis pas rendue compte à cause de la sauce thaï qui était forte. j'ai communiqué avec le responsable du restaurant qui n'a semblé être ni concerné ni préoccupé.",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
69e40fdca72e6db4b7050cc9,1,2026-04-19 01:12:28+00:00,"We went to the Checkers restraint in east 13th, Wichita. Both times we left with upset feelings.  The fist time we were told there would be a 5 minute or more wait to be seated.  There was hardly any customers we could see already there. We left, no reason we couldn't be seated that we could see.  This second time, that really peed us off, was the same thing, hardly any customers there, and were told it would be at least a 5 minute wait before being seated.  So, since we were there with friends, we did sit down and waited.  During this time, no one came in or left but there were 3 people standing at the entry stand, just talking and not paying any attention to any customers.  Then, after waiting for awhile, we were taken to a booth that we had requested a table since we are both old and unable to sit at the low down booth benches that they have there. I had a previous experience with a very similar bench seat and I couldn't get up from it without making a real fool of myself trying to get up.  It took 3 people to help me get up at that time.  Anyway, we asked repeatedly for a table instead of the booth and even though there were obviously empty tables very close to where we were standing, we were not offered any.  We left at that point, taking 4 customers to a different restaurant",Yelp,2026,"we went to the checkers restraint in east 13th, wichita. both times we left with upset feelings. the fist time we were told there would be a 5 minute or more wait to be seated. there was hardly any customers we could see already there. we left, no reason we couldn't be seated that we could see. this second time, that really peed us off, was the same thing, hardly any customers there, and were told it would be at least a 5 minute wait before being seated. so, since we were there with friends, we did sit down and waited. during this time, no one came in or left but there were 3 people standing at the entry stand, just talking and not paying any attention to any customers. then, after waiting for awhile, we were taken to a booth that we had requested a table since we are both old and unable to sit at the low down booth benches that they have there. i had a previous experience with a very similar bench seat and i couldn't get up from it without making a real fool of myself trying to get up. it took 3 people to help me get up at that time. anyway, we asked repeatedly for a table instead of the booth and even though there were obviously empty tables very close to where we were standing, we were not offered any. we left at that point, taking 4 customers to a different restaurant",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
69e1c2f93f04ee622f0a9492,1,2026-04-17 07:19:53+00:00,"Lost luggage , no inflight movies, food served with wood utensils 
Double booked seats 
Do not fly Air Seychelles flight lands!!",Yelp,2026,"lost luggage , no inflight movies, food served with wood utensils double booked seats do not fly air seychelles flight lands!!",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
69b9a7a5ab7eb28048e71c5b,1,2026-03-17 21:12:37+00:00,"Hertz Rent A Car - I rented from Palo Alto CA to Stockton CA.  When I got to Stockton, apparently the agent in Palo Alto made an error and put that I was supposed to return the car to Palo Alto.  The manager of the Stockton store told me it would be another $150.  She said if I didn't like it, I could drive back to Palo Alto and discuss it with that agent.  I paid the bill, called a taxi to take me back to my car.  I later called Hertz company and complained and I did get an immediate refund of the $150 but the customer service in Stockton was horrible.  That person who said she was the manager should be fired.  I'll never rent another car from Hertz. ",Yelp,2026,"hertz rent a car - i rented from palo alto ca to stockton ca. when i got to stockton, apparently the agent in palo alto made an error and put that i was supposed to return the car to palo alto. the manager of the stockton store told me it would be another $150. she said if i didn't like it, i could drive back to palo alto and discuss it with that agent. i paid the bill, called a taxi to take me back to my car. i later called hertz company and complained and i did get an immediate refund of the $150 but the customer service in stockton was horrible. that person who said she was the manager should be fired. i'll never rent another car from hertz.",Exclude,"Appears to review a third-party business, not Yelp",Service Provider / Business,Medium,0,0,['Billing / refunds'],Medium,False
69b18db05d16f5741d55cd7b,1,2026-03-11 17:43:44+00:00,Church Texas chicken on 2506stBernard ave   I ate there the food gave me food poisoning.   I threw up at least six times.  I will never go there again ,Yelp,2026,church texas chicken on 2506stbernard ave i ate there the food gave me food poisoning. i threw up at least six times. i will never go there again,Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
69ac9b9d51e632976ba68825,3,2026-03-07 23:41:49+00:00,"My husband and I have eaten at Pha Khao in Racine, WI several times, and enjoyed it. During previous visits, the service was good. This time, it was the opposite. We arrived with another couple for an early dinner, but all the tables were full. The owner did not greet us, nor did he say how long we'd have to wait. Looking tense, he told a couple of teenage girls in black to vacate a table for four, and began cleaning it. The girls went behind the bar and began laughing and talking loudly. The owner gestured us to the table and we sat down, then he served water. Another teenaged girl appeared to take our drink orders. She looked grumpy, and was dressed in an overlarge t-shirt, baggy pajama bottoms, and what looked like bedroom scuffs. My husband tried to tease a smile from her, but she only lifted the corners of her mouth. The owner came out to verify my choice of Chateau Ste. Michelle cabernet, but he didn't understand which wine I asked for. He brought the bottle to the table to make certain, which was kind of him. The grumpy teen came back for our food orders: my husband chose Crisp Noodles with Chicken, and I asked for Shrimp and Basil Noodles. She entered our choices on a handheld machine, and left. The teens who were making noise behind the bar finally disappeared. Our food came in a reasonable time, except for my Shrimp and Basil Noodles, which somehow had turned into Shrimp Fried Rice. I refused that dish, and told the teen what I'd originally ordered. The owner came over, and I told him what had happened. He took the Shrimp Fried Rice back to the kitchen and put in my original order. It was served by the woman who was cooking, who had waited on us during a previous visit. The food was delicious. When we finished and packed the leftovers into to-go boxes, my husband went to the bar, called for the cook, and personally gave her the tip. It will be a while before we dine here again: by that time, perhaps the owner will find competent servers.",Yelp,2026,"my husband and i have eaten at pha khao in racine, wi several times, and enjoyed it. during previous visits, the service was good. this time, it was the opposite. we arrived with another couple for an early dinner, but all the tables were full. the owner did not greet us, nor did he say how long we'd have to wait. looking tense, he told a couple of teenage girls in black to vacate a table for four, and began cleaning it. the girls went behind the bar and began laughing and talking loudly. the owner gestured us to the table and we sat down, then he served water. another teenaged girl appeared to take our drink orders. she looked grumpy, and was dressed in an overlarge t-shirt, baggy pajama bottoms, and what looked like bedroom scuffs. my husband tried to tease a smile from her, but she only lifted the corners of her mouth. the owner came out to verify my choice of chateau ste. michelle cabernet, but he didn't understand which wine i asked for. he brought the bottle to the table to make certain, which was kind of him. the grumpy teen came back for our food orders: my husband chose crisp noodles with chicken, and i asked for shrimp and basil noodles. she entered our choices on a handheld machine, and left. the teens who were making noise behind the bar finally disappeared. our food came in a reasonable time, except for my shrimp and basil noodles, which somehow had turned into shrimp fried rice. i refused that dish, and told the teen what i'd originally ordered. the owner came over, and i told him what had happened. he took the shrimp fried rice back to the kitchen and put in my original order. it was served by the woman who was cooking, who had waited on us during a previous visit. the food was delicious. when we finished and packed the leftovers into to-go boxes, my husband went to the bar, called for the cook, and personally gave her the tip. it will be a while before we dine here again: by that time, perhaps the owner will find competent servers.",Exclude,"Appears to review a third-party business, not Yelp",Unknown,Low,0,0,['Other / Manual Review'],Low,True
69ac98edf005c3794a71671f,1,2026-03-07 23:30:21+00:00,"I went to Natalie Nails and Spa Leicester salon feeling excited as I hadn’t had my nails done for a few months, but unfortunately the experience was very disappointing. When I showed the design I wanted, the stylist commented that it was “for teens” and not suitable for my age, which felt very judgmental and unprofessional.

I asked for long almond-shaped nails, but she didn’t ask about the length and cut them short. When I mentioned I wanted them longer, she insisted the shorter length was better and said I wouldn’t be able to work with longer nails. I explained that I wasn’t happy with the result, but she became rude and still charged me the full price even though I asked her not to continue with the design.

Very disappointing attitude and customer service. I’ve been coming here for a long time, so it was upsetting to be treated this way. I expected more respect as a customer.",Yelp,2026,"i went to natalie nails and spa leicester salon feeling excited as i hadn’t had my nails done for a few months, but unfortunately the experience was very disappointing. when i showed the design i wanted, the stylist commented that it was “for teens” and not suitable for my age, which felt very judgmental and unprofessional. i asked for long almond-shaped nails, but she didn’t ask about the length and cut them short. when i mentioned i wanted them longer, she insisted the shorter length was better and said i wouldn’t be able to work with longer nails. i explained that i wasn’t happy with the result, but she became rude and still charged me the full price even though i asked her not to continue with the design. very disappointing attitude and customer service. i’ve been coming here for a long time, so it was upsetting to be treated this way. i expected more respect as a customer.",Exclude,"Appears to review a third-party business, not Yelp",Customer,Medium,0,0,['Poor matching / location'],Medium,False
